,rxn ID,subSystem
6735,ASNPHECYSr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6736,ASNTYRGLYr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
6737,ASNTYRPHEr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6738,ASNTYRTHRr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
6739,ASPALAARGr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Transport, endoplasmic reticular']"
6740,ASPASNGLUr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6741,ASPGLUr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6742,ASPGLUPROr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6743,ASPGLUTRPr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6744,ASPHISCYSr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6745,ASPHISPROr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6746,ASPLYSGLUr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6747,ASPLYSHISr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6748,ASPMETASPr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6749,ASPPROLYSr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6750,ASPVALASNr,"['Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6751,CYSASNMETr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6752,CYSASPPHEr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6753,CYSCYSr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6754,CYSGLNMETr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6755,CYSGLUHISr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6756,CYSGLUTRPr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6757,CYSLEUTHRr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
6758,CYSSERMETr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6759,CYSTYRASNr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6760,GLNASNGLNr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6761,GLNHISHISr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6762,GLNHISLYSr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6763,GLNLYSLYSr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6764,GLNLYSTRPr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6765,GLNPROGLUr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6766,GLNTRPGLUr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6767,GLNTYRLEUr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6768,GLUARGLEUr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6769,GLUASNLEUr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6770,GLUGLUr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6771,GLUILELYSr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6772,GLULEUr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6773,GLUMETr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6774,GLUMETHISr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6775,GLUTHRr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
6776,GLUTHRLYSr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6777,GLUTRPALAr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6778,GLYHISASNr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6779,GLYHISLYSr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6780,GLYLYSCYSr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6781,GLYLYSPHEr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6782,GLYTYRLYSr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6783,GLYVALHISr,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6784,HISARGCYSr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6785,HISARGSERr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
6786,HISASPr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6787,HISCYSCYSr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6788,HISGLNALAr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6789,HISGLUr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6790,HISGLUGLNr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6791,HISGLYLYSr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6792,HISHISLYSr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6793,HISLYSALAr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6794,HISLYSGLUr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6795,HISLYSILEr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6796,HISLYSTHRr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
6797,HISLYSVALr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, extracellular', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6798,HISMETr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6799,HISMETGLNr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6800,HISPHEARGr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Transport, endoplasmic reticular']"
6801,HISPROLYSr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6802,HISTRPHISr,"['Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6803,ILEARGILEr,"['Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6804,ILEASNHISr,"['Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6805,ILEASPr,"['Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6806,ILEGLNGLUr,"['Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6807,ILEGLYARGr,"['Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Transport, endoplasmic reticular']"
6808,ILEPROLYSr,"['Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6809,ILESERARGr,"['Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Transport, endoplasmic reticular']"
6810,ILETRPTYRr,"['Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
6811,LEUALAARGr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Transport, endoplasmic reticular']"
6812,LEUASNASPr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6813,LEUASPLYSr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6814,LEULEUTRPr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6815,LEUPROr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6816,LEUPROARGr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Transport, endoplasmic reticular']"
6817,LEUSERTRPr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6818,LEUTRPr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
6819,LEUTRPARGr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Transport, endoplasmic reticular']"
6820,LEUTYRTYRr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
6821,LEUVALr,"['Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, endoplasmic reticular']"
6822,LYSARGLEUr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6823,LYSCYSHISr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Methionine and cysteine metabolism', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6824,LYSGLNPHEr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6825,LYSGLUGLUr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6826,LYSLYSLYSr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Transport, endoplasmic reticular']"
6827,LYSPHEILEr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Ubiquinone synthesis', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, endoplasmic reticular']"
6828,LYSTRPARGr,"['Tyrosine metabolism', 'Transport, extracellular', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Transport, endoplasmic reticular']"
